Lines of code metrics,Thu., 14 Oct. 2021 19:19:04 EDT,,,,,,,,,,,,,
Method,CLOC,JLOC,LOC,NCLOC,RLOC,,,,,,,,,,
"com.amaze.filemanager.ui.views.Indicator.PendingRevealAnimator.PendingRevealAnimator(int,StartPredicate)",1,0,21,20,84.00%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.PendingStartAnimator.PendingStartAnimator(StartPredicate),0,0,5,5,31.25%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.PendingStartAnimator.startIfNecessary(float),0,0,6,6,37.50%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.RightwardStartPredicate.RightwardStartPredicate(float),0,0,3,3,33.33%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.RightwardStartPredicate.shouldStart(float),0,0,3,3,33.33%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.StartPredicate.StartPredicate(float),0,0,3,3,37.50%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.StartPredicate.shouldStart(float),0,n/a,n/a,1,12.50%,,,,,,,,,,
"com.amaze.filemanager.ui.views.Indicator.calculateDotPositions(int,int)",1,0,17,16,2.57%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.cancelJoiningAnimations(),1,0,3,2,0.45%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.clearJoiningFractions(),0,0,4,4,0.61%,,,,,,,,,,
"com.amaze.filemanager.ui.views.Indicator.createMoveSelectedAnimator(float,int,int,int)",9,0,50,41,7.56%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.drawSelected(Canvas),0,0,3,3,0.45%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.drawUnselected(Canvas),2,0,20,18,3.03%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.getDesiredHeight(),0,0,3,3,0.45%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.getDesiredWidth(),0,0,3,3,0.45%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.getRequiredWidth(),0,0,3,3,0.45%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.getRetreatingJoinPath(),0,0,6,6,0.91%,,,,,,,,,,
"com.amaze.filemanager.ui.views.Indicator.getUnselectedPath(int,float,float,float,float)",42,13,135,93,20.42%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.onDraw(Canvas),0,0,6,6,0.91%,,,,,,,,,,
"com.amaze.filemanager.ui.views.Indicator.onMeasure(int,int)",2,0,31,31,4.69%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.onPageScrollStateChanged(int),1,0,4,3,0.61%,,,,,,,,,,
"com.amaze.filemanager.ui.views.Indicator.onPageScrolled(int,float,int)",4,0,19,15,2.87%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.onPageSelected(int),2,0,10,8,1.51%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.onViewAttachedToWindow(View),0,0,4,4,0.61%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.onViewDetachedFromWindow(View),0,0,4,4,0.61%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.resetState(),0,0,9,9,1.36%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.setCurrentPageImmediate(),0,0,12,12,1.82%,,,,,,,,,,
"com.amaze.filemanager.ui.views.Indicator.setDotRevealFraction(int,float)",0,0,4,4,0.61%,,,,,,,,,,
"com.amaze.filemanager.ui.views.Indicator.setJoiningFraction(int,float)",0,0,9,9,1.36%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.setPageCount(int),0,0,5,5,0.76%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.setSelectedPage(int),4,0,24,20,3.63%,,,,,,,,,,
com.amaze.filemanager.ui.views.Indicator.setViewPager(ViewPager),0,0,15,15,2.27%,,,,,,,,,,
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.OnInsetsCallback.onInsetsChanged(Rect),0,n/a,n/a,1,33.33%,,,,,,,,,,
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.ScrimInsetsRelativeLayout(Context),0,0,4,4,4.21%,,,,,,,,,,
"com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.ScrimInsetsRelativeLayout(Context,AttributeSet)",0,0,4,4,4.21%,,,,,,,,,,
"com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.ScrimInsetsRelativeLayout(Context,AttributeSet,int)",0,0,4,4,4.21%,,,,,,,,,,
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.draw(Canvas),4,0,27,23,28.42%,,,,,,,,,,
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.fitSystemWindows(Rect),1,0,10,10,10.53%,,,,,,,,,,
"com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.init(Context,AttributeSet,int)",0,0,10,10,10.53%,,,,,,,,,,
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.onAttachedToWindow(),0,0,7,7,7.37%,,,,,,,,,,
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.onDetachedFromWindow(),0,0,7,7,7.37%,,,,,,,,,,
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.setOnInsetsCallback(OnInsetsCallback),6,6,9,3,9.47%,,,,,,,,,,
com.amaze.filemanager.ui.views.ThemedImageButton.ThemedImageButton(Context),0,0,3,3,14.29%,,,,,,,,,,
"com.amaze.filemanager.ui.views.ThemedImageButton.ThemedImageButton(Context,AttributeSet)",0,0,3,3,14.29%,,,,,,,,,,
"com.amaze.filemanager.ui.views.ThemedImageButton.ThemedImageButton(Context,AttributeSet,int)",0,0,4,4,19.05%,,,,,,,,,,
com.amaze.filemanager.ui.views.ThemedImageButton.getAccessibilityClassName(),0,0,4,4,19.05%,,,,,,,,,,
com.amaze.filemanager.ui.views.ThemedImageButton.onSetAlpha(int),0,0,4,4,19.05%,,,,,,,,,,
com.amaze.filemanager.ui.views.ThemedImageView.ThemedImageView(Context),0,0,3,3,8.57%,,,,,,,,,,
"com.amaze.filemanager.ui.views.ThemedImageView.ThemedImageView(Context,AttributeSet)",0,0,3,3,8.57%,,,,,,,,,,
"com.amaze.filemanager.ui.views.ThemedImageView.ThemedImageView(Context,AttributeSet,int)",2,0,11,10,31.43%,,,,,,,,,,
com.amaze.filemanager.ui.views.ThemedImageView.getActivity(),0,0,10,10,28.57%,,,,,,,,,,
"com.amaze.filemanager.ui.views.ThemedTextView.ThemedTextView(Context,AttributeSet)",0,0,4,4,20.00%,,,,,,,,,,
"com.amaze.filemanager.ui.views.ThemedTextView.setTextViewColor(TextView,Context)",0,0,8,8,40.00%,,,,,,,,,,
"com.amaze.filemanager.ui.views.WarnableTextInputLayout.WarnableTextInputLayout(Context,AttributeSet)",0,0,3,3,10.00%,,,,,,,,,,
com.amaze.filemanager.ui.views.WarnableTextInputLayout.removeError(),1,1,5,4,16.67%,,,,,,,,,,
com.amaze.filemanager.ui.views.WarnableTextInputLayout.setError(CharSequence),0,0,9,9,30.00%,,,,,,,,,,
com.amaze.filemanager.ui.views.WarnableTextInputLayout.setWarning(int),0,0,9,9,30.00%,,,,,,,,,,
com.amaze.filemanager.ui.views.WarnableTextInputValidator.OnTextValidate.isTextValid(String),0,n/a,n/a,1,33.33%,,,,,,,,,,
com.amaze.filemanager.ui.views.WarnableTextInputValidator.ReturnState.ReturnState(),0,0,4,4,30.77%,,,,,,,,,,
"com.amaze.filemanager.ui.views.WarnableTextInputValidator.ReturnState.ReturnState(int,int)",0,0,4,4,30.77%,,,,,,,,,,
"com.amaze.filemanager.ui.views.WarnableTextInputValidator.WarnableTextInputValidator(Context,EditText,WarnableTextInputLayout,View,OnTextValidate)",0,0,18,18,20.00%,,,,,,,,,,
com.amaze.filemanager.ui.views.WarnableTextInputValidator.afterTextChanged(Editable),0,0,4,4,4.44%,,,,,,,,,,
com.amaze.filemanager.ui.views.WarnableTextInputValidator.doValidate(boolean),1,1,24,23,26.67%,,,,,,,,,,
"com.amaze.filemanager.ui.views.WarnableTextInputValidator.onFocusChange(View,boolean)",0,0,7,7,7.78%,,,,,,,,,,
"com.amaze.filemanager.ui.views.WarnableTextInputValidator.onTouch(View,MotionEvent)",0,0,4,4,4.44%,,,,,,,,,,
com.amaze.filemanager.ui.views.WarnableTextInputValidator.performClick(),0,0,4,4,4.44%,,,,,,,,,,
com.amaze.filemanager.ui.views.WarnableTextInputValidator.setEditTextIcon(Integer),0,0,4,4,4.44%,,,,,,,,,,
com.amaze.filemanager.ui.views.WarnableTextInputValidatorTest.setUp(),0,0,5,5,12.82%,,,,,,,,,,
com.amaze.filemanager.ui.views.WarnableTextInputValidatorTest.testValidate(),0,0,29,29,74.36%,,,,,,,,,,
"com.amaze.filemanager.ui.views.appbar.AppBar.AppBar(MainActivity,SharedPreferences,SearchListener)",1,0,15,14,31.25%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.AppBar.getAppbarLayout(),0,0,3,3,6.25%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.AppBar.getBottomBar(),0,0,3,3,6.25%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.AppBar.getSearchView(),0,0,3,3,6.25%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.AppBar.getToolbar(),0,0,3,3,6.25%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.AppBar.setTitle(String),0,0,3,3,6.25%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.AppBar.setTitle(int),0,0,3,3,6.25%,,,,,,,,,,
"com.amaze.filemanager.ui.views.appbar.BottomBar.BottomBar(AppBar,MainActivity)",0,0,93,93,20.35%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.BottomBar.areButtonsShowing(),0,0,3,3,0.66%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.BottomBar.createArrow(),0,0,13,13,2.84%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.BottomBar.createFolderButton(String),0,0,16,16,3.50%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.BottomBar.getFullPathText(),0,0,3,3,0.66%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.BottomBar.getPathLayout(),0,0,3,3,0.66%,,,,,,,,,,
"com.amaze.filemanager.ui.views.appbar.BottomBar.onTouch(View,MotionEvent)",0,0,4,4,0.88%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.BottomBar.resetClickListener(),0,0,3,3,0.66%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.BottomBar.sendScroll(HorizontalScrollView),0,0,3,3,0.66%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.BottomBar.setBackgroundColor(int),0,0,3,3,0.66%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.BottomBar.setClickListener(),1,0,12,12,2.63%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.BottomBar.setFullPathText(String),0,0,3,3,0.66%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.BottomBar.setPathText(String),0,0,3,3,0.66%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.BottomBar.setVisibility(int),0,0,3,3,0.66%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.BottomBar.showButtons(BottomBarButtonPath),0,0,62,62,13.57%,,,,,,,,,,
"com.amaze.filemanager.ui.views.appbar.BottomBar.updatePath(String,boolean,String,OpenMode,int,int,BottomBarButtonPath)",11,0,200,189,43.76%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.SearchView.SearchListener.onSearch(String),0,n/a,n/a,1,33.33%,,,,,,,,,,
"com.amaze.filemanager.ui.views.appbar.SearchView.SearchView(AppBar,MainActivity,SearchListener)",2,0,22,20,15.71%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.SearchView.hideSearchView(),4,1,48,45,34.29%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.SearchView.isEnabled(),0,0,3,3,2.14%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.SearchView.isShown(),0,0,3,3,2.14%,,,,,,,,,,
com.amaze.filemanager.ui.views.appbar.SearchView.revealSearchView(),3,1,47,45,33.57%,,,,,,,,,,
"com.amaze.filemanager.ui.views.drawer.ActionViewStateManager.ActionViewStateManager(int,int)",0,0,4,4,14.29%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.ActionViewStateManager.deselectCurrentActionView(),0,0,6,6,21.43%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.ActionViewStateManager.selectActionView(MenuItem),0,0,9,9,32.14%,,,,,,,,,,
"com.amaze.filemanager.ui.views.drawer.CustomNavigationView.CustomNavigationView(Context,AttributeSet)",0,0,4,4,3.67%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.SavedState.SavedState(Parcel),0,0,4,4,16.00%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.SavedState.SavedState(Parcelable),0,0,3,3,12.00%,,,,,,,,,,
"com.amaze.filemanager.ui.views.drawer.CustomNavigationView.SavedState.writeToParcel(Parcel,int)",0,0,5,5,20.00%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.deselectItems(),0,0,3,3,2.75%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.getSelected(),0,0,4,4,3.67%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.isNavigationViewSavedStateMissing(),11,11,14,3,12.84%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.onItemChecked(MenuItem),0,0,3,3,2.75%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.onNavigationItemSelected(MenuItem),0,0,13,13,11.93%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.onRestoreInstanceState(Parcelable),2,0,16,14,14.68%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.onSaveInstanceState(),2,0,12,10,11.01%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.setCheckedItem(MenuItem),0,0,4,4,3.67%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.setNavigationItemSelectedListener(OnNavigationItemSelectedListener),0,0,5,5,4.59%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.Drawer(MainActivity),28,0,96,73,12.42%,,,,,,,,,,
"com.amaze.filemanager.ui.views.drawer.Drawer.addNewItem(Menu,int,int,String,MenuMetadata,int,Integer)",0,0,31,31,4.01%,,,,,,,,,,
"com.amaze.filemanager.ui.views.drawer.Drawer.addNewItem(Menu,int,int,int,MenuMetadata,int,Integer)",0,0,10,10,1.29%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.close(),0,0,3,3,0.39%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.closeIfNotLocked(),0,0,5,5,0.65%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.deselectEverything(),1,0,11,11,1.42%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.getBilling(),0,0,3,3,0.39%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.getDonateImageView(),0,0,3,3,0.39%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.getDrawerSelectedItem(),4,5,11,6,1.42%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.getFirstPath(),0,0,3,3,0.39%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.getPhoneStorageCount(),0,0,3,3,0.39%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.getSecondPath(),0,0,3,3,0.39%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.initDrawerFocusItems(),0,0,18,18,2.33%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.isLocked(),0,0,3,3,0.39%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.isOnTablet(),0,0,3,3,0.39%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.isOpen(),0,0,3,3,0.39%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.lock(int),2,6,13,7,1.68%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.lockIfNotOnTablet(int),4,6,13,7,1.68%,,,,,,,,,,
"com.amaze.filemanager.ui.views.drawer.Drawer.onActivityResult(int,int,Intent)",0,0,16,16,2.07%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.onConfigurationChanged(Configuration),0,0,3,3,0.39%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.onDrawerClosed(),0,0,24,24,3.10%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.onNavigationItemActionClick(MenuItem),1,0,39,38,5.05%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.onNavigationItemSelected(MenuItem),1,0,48,47,6.21%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.onOptionsItemSelected(MenuItem),0,0,3,3,0.39%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.open(),0,0,3,3,0.39%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.refactorDrawerLockMode(),1,1,12,11,1.55%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.refreshDrawer(),0,0,278,278,35.96%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.resetPendingPath(),0,0,3,3,0.39%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.selectCorrectDrawerItem(int),4,5,14,9,1.81%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.selectCorrectDrawerItemForPath(String),0,0,7,7,0.91%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.setBackgroundColor(int),0,0,4,4,0.52%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.setDrawerHeaderBackground(),0,0,24,24,3.10%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.setDrawerIndicatorEnabled(),0,0,6,6,0.78%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.setNavViewDimension(CustomNavigationView),0,0,8,8,1.03%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.syncState(),0,0,5,5,0.65%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.Drawer.unlockIfNotOnTablet(),0,0,7,7,0.91%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.MenuMetadata.MenuMetadata(OnClickListener),0,0,5,5,26.32%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.MenuMetadata.MenuMetadata(String),0,0,5,5,26.32%,,,,,,,,,,
com.amaze.filemanager.ui.views.drawer.MenuMetadata.OnClickListener.onClick(),0,n/a,n/a,1,33.33%,,,,,,,,,,
com.amaze.filemanager.utils.AnimUtilsTest.testGetFastOutSlowInInterpolator(),0,0,11,11,44.00%,,,,,,,,,,
com.amaze.filemanager.utils.AnimUtilsTest.testMarqueeAfterDelay(),0,0,10,10,40.00%,,,,,,,,,,
com.amaze.filemanager.utils.Billing.Billing(BasicActivity),0,0,3,3,33.33%,,,,,,,,,,
com.amaze.filemanager.utils.Billing.destroyBillingInstance(),1,0,3,2,33.33%,,,,,,,,,,
com.amaze.filemanager.utils.BookSorterTest.testCompareLHSTitleBigAndPathBigger(),4,4,10,6,10.10%,,,,,,,,,,
com.amaze.filemanager.utils.BookSorterTest.testCompareRHSTitleBigAndPathBigger(),4,4,10,6,10.10%,,,,,,,,,,
com.amaze.filemanager.utils.BookSorterTest.testCompareTitleNotSameCaseAndLHSPathBigger(),6,6,12,6,12.12%,,,,,,,,,,
com.amaze.filemanager.utils.BookSorterTest.testCompareTitleNotSameCaseAndPathSame(),7,7,13,6,13.13%,,,,,,,,,,
com.amaze.filemanager.utils.BookSorterTest.testCompareTitleNotSameCaseAndRHSPathBigger(),6,6,12,6,12.12%,,,,,,,,,,
com.amaze.filemanager.utils.BookSorterTest.testCompareTitleSameAndLHSPathBigger(),5,5,11,6,11.11%,,,,,,,,,,
com.amaze.filemanager.utils.BookSorterTest.testCompareTitleSameAndPathSame(),7,7,13,6,13.13%,,,,,,,,,,
com.amaze.filemanager.utils.BookSorterTest.testCompareTitleSameAndRHSPathBigger(),5,5,11,6,11.11%,,,,,,,,,,
com.amaze.filemanager.utils.ComputerParcelableTest.testObjectEquals(),4,4,10,6,22.22%,,,,,,,,,,
com.amaze.filemanager.utils.ComputerParcelableTest.testObjectNotEqualsAddr(),5,5,11,6,24.44%,,,,,,,,,,
com.amaze.filemanager.utils.ComputerParcelableTest.testObjectNotEqualsName(),5,5,11,6,24.44%,,,,,,,,,,
com.amaze.filemanager.utils.ComputerParcelableTest.testObjectNotEqualsTwo(),5,5,11,6,24.44%,,,,,,,,,,
"com.amaze.filemanager.utils.DataUtils.DataChangeListener.onBookAdded(String[],boolean)",0,n/a,n/a,1,9.09%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.DataChangeListener.onHiddenFileAdded(String),0,n/a,n/a,1,9.09%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.DataChangeListener.onHiddenFileRemoved(String),0,n/a,n/a,1,9.09%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.DataChangeListener.onHistoryAdded(String),0,n/a,n/a,1,9.09%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.DataChangeListener.onHistoryCleared(),0,n/a,n/a,1,9.09%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.DataUtils(),0,0,1,1,0.30%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.addAccount(CloudStorage),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.addBook(String[]),0,0,8,8,2.39%,,,,,,,,,,
"com.amaze.filemanager.utils.DataUtils.addBook(String[],boolean)",3,5,19,13,5.67%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.addHiddenFile(String),0,0,8,8,2.39%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.addHistoryFile(String),0,0,6,6,1.79%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.addServer(String[]),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.clear(),0,0,10,10,2.99%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.clearHistory(),0,0,6,6,1.79%,,,,,,,,,,
"com.amaze.filemanager.utils.DataUtils.contains(String,ArrayList<String[]>)",0,0,8,8,2.39%,,,,,,,,,,
"com.amaze.filemanager.utils.DataUtils.contains(String[],ArrayList<String[]>)",0,0,9,9,2.69%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.containsAccounts(OpenMode),4,6,29,23,8.66%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.containsBooks(String[]),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.containsServer(String),0,0,11,11,3.28%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.containsServer(String[]),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.findLongestContainingDrawerItem(CharSequence),2,4,7,3,2.09%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.getAccount(OpenMode),0,0,21,21,6.27%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.getAccounts(),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.getBooks(),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.getCheckedItemsList(),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.getHiddenFiles(),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.getHistory(),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.getInstance(),0,0,3,3,0.90%,,,,,,,,,,
"com.amaze.filemanager.utils.DataUtils.getListOrGridForPath(String,int)",0,0,4,4,1.19%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.getServers(),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.getStorages(),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.isFileHidden(String),0,0,8,8,2.39%,,,,,,,,,,
"com.amaze.filemanager.utils.DataUtils.putDrawerPath(MenuItem,String)",0,0,12,12,3.58%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.registerOnDataChangedListener(DataChangeListener),0,0,4,4,1.19%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.removeAccount(OpenMode),0,0,32,32,9.55%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.removeBook(int),0,0,5,5,1.49%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.removeHiddenFile(String),0,0,8,8,2.39%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.removeServer(int),0,0,5,5,1.49%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.setAccounts(ArrayList<CloudStorage>),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.setBooks(ArrayList<String[]>),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.setCheckedItemsList(ArrayList<LayoutElementParcelable>),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.setGridfiles(ArrayList<String>),0,0,7,7,2.09%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.setHiddenFiles(ConcurrentRadixTree<VoidValue>),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.setHistory(LinkedList<String>),0,0,4,4,1.19%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.setListfiles(ArrayList<String>),0,0,7,7,2.09%,,,,,,,,,,
"com.amaze.filemanager.utils.DataUtils.setPathAsGridOrList(String,int)",0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.setServers(ArrayList<String[]>),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.setStorages(ArrayList<String>),0,0,3,3,0.90%,,,,,,,,,,
com.amaze.filemanager.utils.DataUtils.sortBook(),0,0,3,3,0.90%,,,,,,,,,,
"com.amaze.filemanager.utils.EditTextColorStateUtil.createEditTextColorStateList(Context,int)",0,0,14,14,45.16%,,,,,,,,,,
"com.amaze.filemanager.utils.EditTextColorStateUtil.setTint(Context,EditText,int)",0,0,9,9,29.03%,,,,,,,,,,
