Complexity metrics,Wed., 13 Oct. 2021 12:23:24 EDT,,
Method,CogC,ev(G),iv(G),v(G)
com.amaze.filemanager.filesystem.HybridFile.getReadablePath(String),3,2,3,3
com.amaze.filemanager.filesystem.HybridFile.getSimpleName(),3,2,2,3
com.amaze.filemanager.filesystem.HybridFile.getSmbFile(),1,1,2,2
com.amaze.filemanager.filesystem.HybridFile.getSmbFile(int),1,1,2,2
com.amaze.filemanager.filesystem.HybridFile.getTotal(Context),15,1,6,13
com.amaze.filemanager.filesystem.HybridFile.getUsableSpace(),15,1,6,13
com.amaze.filemanager.filesystem.HybridFile.isBoxFile(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFile.isCustomPath(),1,1,7,7
com.amaze.filemanager.filesystem.HybridFile.isDirectory(),6,3,6,10
com.amaze.filemanager.filesystem.HybridFile.isDirectory(Context),16,1,6,17
com.amaze.filemanager.filesystem.HybridFile.isDocumentFile(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFile.isDropBoxFile(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFile.isGoogleDriveFile(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFile.isLocal(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFile.isOneDriveFile(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFile.isOtgFile(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFile.isRoot(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFile.isSftp(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFile.isSimpleFile(),2,1,12,12
com.amaze.filemanager.filesystem.HybridFile.isSmb(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFile.lastModified(),12,5,8,11
com.amaze.filemanager.filesystem.HybridFile.length(Context),8,3,5,14
"com.amaze.filemanager.filesystem.HybridFile.listFiles(Context,boolean)",20,2,8,13
com.amaze.filemanager.filesystem.HybridFile.mkdir(Context),32,1,19,19
com.amaze.filemanager.filesystem.HybridFile.parseAndFormatUriForDisplay(String),0,1,1,1
com.amaze.filemanager.filesystem.HybridFile.setLastModified(long),6,3,4,4
com.amaze.filemanager.filesystem.HybridFile.setMode(OpenMode),0,1,1,1
com.amaze.filemanager.filesystem.HybridFile.setPath(String),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.HybridFileParcelable(Parcel),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.HybridFileParcelable(SmbFile),1,1,2,2
com.amaze.filemanager.filesystem.HybridFileParcelable.HybridFileParcelable(String),0,1,1,1
"com.amaze.filemanager.filesystem.HybridFileParcelable.HybridFileParcelable(String,String,long,long,boolean)",0,1,1,1
"com.amaze.filemanager.filesystem.HybridFileParcelable.HybridFileParcelable(String,boolean,RemoteResourceInfo)",1,1,2,2
com.amaze.filemanager.filesystem.HybridFileParcelable.describeContents(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.equals(Object),1,2,1,2
com.amaze.filemanager.filesystem.HybridFileParcelable.getDate(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.getFullUri(),1,1,1,2
com.amaze.filemanager.filesystem.HybridFileParcelable.getLink(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.getName(),2,2,2,2
com.amaze.filemanager.filesystem.HybridFileParcelable.getName(Context),2,2,2,2
com.amaze.filemanager.filesystem.HybridFileParcelable.getPermission(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.getSize(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.hashCode(),1,1,1,2
com.amaze.filemanager.filesystem.HybridFileParcelable.isDirectory(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.isHidden(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.setDate(long),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.setDirectory(boolean),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.setFullUri(Uri),2,1,2,2
com.amaze.filemanager.filesystem.HybridFileParcelable.setLink(String),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.setName(String),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.setPermission(String),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.setSize(long),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelable.toString(),0,1,1,1
"com.amaze.filemanager.filesystem.HybridFileParcelable.writeToParcel(Parcel,int)",1,1,1,2
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getDate(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getLink(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getMode(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getName(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getPath(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getPermission(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getSize(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.isDirectory(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setDate(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setDirectory(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setLink(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setName(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setPermission(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setSize(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setUp(),0,1,1,1
com.amaze.filemanager.filesystem.HybridFileParcelableTest.writeToParcel(),0,1,1,1
"com.amaze.filemanager.filesystem.MediaStoreHack.delete(Context,File)",1,1,2,2
com.amaze.filemanager.filesystem.MediaStoreHack.getExternalFilesDir(Context),0,1,1,1
"com.amaze.filemanager.filesystem.MediaStoreHack.getInputStream(Context,File,long)",1,1,1,2
"com.amaze.filemanager.filesystem.MediaStoreHack.getOutputStream(Context,String)",3,1,2,3
com.amaze.filemanager.filesystem.MediaStoreHack.getTemporaryAlbumId(Context),12,5,9,12
"com.amaze.filemanager.filesystem.MediaStoreHack.getUriFromFile(String,Context)",3,3,3,3
com.amaze.filemanager.filesystem.MediaStoreHack.installTemporaryTrack(Context),4,2,3,4
"com.amaze.filemanager.filesystem.MediaStoreHack.mkdir(Context,File)",3,3,3,4
"com.amaze.filemanager.filesystem.MediaStoreHack.mkfile(Context,File)",2,2,1,3
"com.amaze.filemanager.filesystem.Operations.checkDocumentFileNewFileExists(HybridFile,Context)",1,1,2,2
"com.amaze.filemanager.filesystem.Operations.checkFolder(File,Context)",15,8,5,9
"com.amaze.filemanager.filesystem.Operations.checkOtgNewFileExists(HybridFile,Context)",1,1,2,2
"com.amaze.filemanager.filesystem.Operations.isCopyLoopPossible(HybridFileParcelable,HybridFile)",0,1,1,1
com.amaze.filemanager.filesystem.Operations.isFileNameValid(String),4,1,11,11
com.amaze.filemanager.filesystem.Operations.isFileSystemFAT(String),2,1,3,3
"com.amaze.filemanager.filesystem.Operations.mkdir(HybridFile,HybridFile,Context,boolean,ErrorCallBack)",71,16,29,30
"com.amaze.filemanager.filesystem.Operations.mkfile(HybridFile,HybridFile,Context,boolean,ErrorCallBack)",77,17,31,32
"com.amaze.filemanager.filesystem.Operations.rename(HybridFile,HybridFile,boolean,Context,ErrorCallBack)",87,16,33,38
"com.amaze.filemanager.filesystem.OperationsTest.AbstractErrorCallback.done(HybridFile,boolean)",0,1,1,1
com.amaze.filemanager.filesystem.OperationsTest.AbstractErrorCallback.exists(HybridFile),0,1,1,1
com.amaze.filemanager.filesystem.OperationsTest.AbstractErrorCallback.invalidName(HybridFile),0,1,1,1
com.amaze.filemanager.filesystem.OperationsTest.AbstractErrorCallback.launchSAF(HybridFile),0,1,1,1
"com.amaze.filemanager.filesystem.OperationsTest.AbstractErrorCallback.launchSAF(HybridFile,HybridFile)",0,1,1,1
com.amaze.filemanager.filesystem.OperationsTest.testIsFileNameValid(),0,1,1,1
com.amaze.filemanager.filesystem.OperationsTest.testMkdir(),0,1,1,1
com.amaze.filemanager.filesystem.OperationsTest.testMkdirDuplicate(),0,1,1,1
com.amaze.filemanager.filesystem.OperationsTest.testMkdirNewFolderSameNameAsCurrentFolder(),0,1,1,1
com.amaze.filemanager.filesystem.OperationsTest.testRename(),0,1,1,1
com.amaze.filemanager.filesystem.OperationsTest.testRenameSameName(),0,1,1,1
com.amaze.filemanager.filesystem.OperationsTest.testRenameSameName2(),0,1,1,1
com.amaze.filemanager.filesystem.OperationsTest.testRenameSameName3(),0,1,1,1
"com.amaze.filemanager.filesystem.PasteHelper.PasteHelper(MainActivity,int,HybridFileParcelable[])",2,2,1,3
com.amaze.filemanager.filesystem.PasteHelper.PasteHelper(Parcel),0,1,1,1
com.amaze.filemanager.filesystem.PasteHelper.describeContents(),0,1,1,1
com.amaze.filemanager.filesystem.PasteHelper.dismissSnackbar(boolean),2,1,3,3
com.amaze.filemanager.filesystem.PasteHelper.getOperation(),0,1,1,1
com.amaze.filemanager.filesystem.PasteHelper.getPaths(),0,1,1,1
com.amaze.filemanager.filesystem.PasteHelper.getSnackbar(),0,1,1,1
com.amaze.filemanager.filesystem.PasteHelper.getSnackbarContent(),7,2,4,5
"com.amaze.filemanager.filesystem.PasteHelper.invalidateSnackbar(MainActivity,boolean)",2,1,2,2
com.amaze.filemanager.filesystem.PasteHelper.showSnackbar(),0,1,1,1
"com.amaze.filemanager.filesystem.PasteHelper.writeToParcel(Parcel,int)",0,1,1,1
"com.amaze.filemanager.filesystem.RootHelper.contains(String[],String)",3,3,2,3
com.amaze.filemanager.filesystem.RootHelper.fileExists(String),8,4,5,6
"com.amaze.filemanager.filesystem.RootHelper.generateBaseFile(File,boolean)",3,3,3,4
com.amaze.filemanager.filesystem.RootHelper.getCommandLineString(String),0,1,1,1
"com.amaze.filemanager.filesystem.RootHelper.getFilesList(String,boolean,boolean)",0,1,1,1
"com.amaze.filemanager.filesystem.RootHelper.getPermissionInOctal(boolean,boolean,boolean)",3,1,1,4
"com.amaze.filemanager.filesystem.RootHelper.isDirectory(String,int)",23,7,8,8
com.amaze.filemanager.filesystem.RootHelper.parseDocumentFilePermission(DocumentFile),3,1,1,4
com.amaze.filemanager.filesystem.RootHelper.parseFilePermission(File),3,1,1,4
"com.amaze.filemanager.filesystem.RootHelper.permissionsToOctalString(boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean)",0,1,1,1
com.amaze.filemanager.filesystem.RootHelperTest.runVerify(boolean),2,1,2,2
com.amaze.filemanager.filesystem.RootHelperTest.setUp(),3,1,4,4
com.amaze.filemanager.filesystem.RootHelperTest.testNonRoot(),0,1,1,1
com.amaze.filemanager.filesystem.RootHelperTest.testRoot(),0,1,1,1
"com.amaze.filemanager.filesystem.cloud.CloudUtil.checkToken(String,MainActivity)",10,5,7,7
"com.amaze.filemanager.filesystem.cloud.CloudUtil.getCloudFiles(String,CloudStorage,OpenMode,OnFileFound)",4,1,4,4
"com.amaze.filemanager.filesystem.cloud.CloudUtil.getThumbnailInputStreamForCloud(Context,String)",7,1,4,8
"com.amaze.filemanager.filesystem.cloud.CloudUtil.launchCloud(HybridFileParcelable,OpenMode,Activity)",10,1,5,5
"com.amaze.filemanager.filesystem.cloud.CloudUtil.listFiles(String,CloudStorage,OpenMode)",0,1,1,1
"com.amaze.filemanager.filesystem.cloud.CloudUtil.stripPath(OpenMode,String)",3,2,2,6
com.amaze.filemanager.filesystem.compressed.B0rkenZipTest.setUp(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.B0rkenZipTest.testExtractZipWithSlashPrefixEntry(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.B0rkenZipTest.testExtractZipWithWrongPathUnix(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.B0rkenZipTest.testExtractZipWithWrongPathWindows(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.B0rkenZipTest.testZipHelperTaskShouldOmitInvalidEntries(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.B0rkenZipTest.testZipHelperTaskShouldOmitInvalidEntriesWithBackslash(),0,1,1,1
"com.amaze.filemanager.filesystem.compressed.CompressedHelper.getCompressorInstance(Context,File)",9,9,8,9
com.amaze.filemanager.filesystem.compressed.CompressedHelper.getExtension(String),0,1,1,1
"com.amaze.filemanager.filesystem.compressed.CompressedHelper.getExtractorInstance(Context,File,String,OnUpdate,UpdatePosition)",9,9,9,9
com.amaze.filemanager.filesystem.compressed.CompressedHelper.getFileName(String),5,3,11,11
com.amaze.filemanager.filesystem.compressed.CompressedHelper.is7zip(String),0,1,1,1
com.amaze.filemanager.filesystem.compressed.CompressedHelper.isBzippedTar(String),1,1,2,2
com.amaze.filemanager.filesystem.compressed.CompressedHelper.isEntryPathValid(String),1,1,3,3
com.amaze.filemanager.filesystem.compressed.CompressedHelper.isFileExtractable(String),1,1,8,8
com.amaze.filemanager.filesystem.compressed.CompressedHelper.isGzippedTar(String),1,1,2,2
com.amaze.filemanager.filesystem.compressed.CompressedHelper.isLzippedTar(String),0,1,1,1
com.amaze.filemanager.filesystem.compressed.CompressedHelper.isRar(String),0,1,1,1
com.amaze.filemanager.filesystem.compressed.CompressedHelper.isTar(String),0,1,1,1
com.amaze.filemanager.filesystem.compressed.CompressedHelper.isXzippedTar(String),0,1,1,1
com.amaze.filemanager.filesystem.compressed.CompressedHelper.isZip(String),1,1,4,4
com.amaze.filemanager.filesystem.compressed.CompressedHelperTest.getCompressorInstance(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.CompressedHelperTest.getExtractorInstance(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.CompressedHelperTest.getFileNameTest(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.CompressedHelperTest.isFileExtractableTest(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.CompressedHelperTest.setUp(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.TestArchives.init(Context),1,1,2,2
"com.amaze.filemanager.filesystem.compressed.TestArchives.readArchive(Context,String)",1,1,2,2
com.amaze.filemanager.filesystem.compressed.TestArchives.readArchive(String),0,1,1,1
"com.amaze.filemanager.filesystem.compressed.extractcontents.Extractor.Extractor(Context,String,String,OnUpdate,UpdatePosition)",0,1,1,1
com.amaze.filemanager.filesystem.compressed.extractcontents.Extractor.extractEverything(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.extractcontents.Extractor.extractFiles(String[]),14,4,5,6
com.amaze.filemanager.filesystem.compressed.extractcontents.Extractor.fixEntryName(String),4,3,3,3
com.amaze.filemanager.filesystem.compressed.extractcontents.Extractor.getInvalidArchiveEntries(),0,1,1,1
"com.amaze.filemanager.filesystem.compressed.sevenz.AES256SHA256Decoder.decode(String,InputStream,long,Coder,byte[])",26,8,3,10
com.amaze.filemanager.filesystem.compressed.sevenz.Archive.lengthOf(Object[]),1,1,2,2
com.amaze.filemanager.filesystem.compressed.sevenz.Archive.lengthOf(long[]),1,1,2,2
com.amaze.filemanager.filesystem.compressed.sevenz.Archive.toString(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.sevenz.BindPair.toString(),0,1,1,1
"com.amaze.filemanager.filesystem.compressed.sevenz.BoundedFileChannelInputStream.BoundedFileChannelInputStream(FileChannel,long)",3,1,2,3
com.amaze.filemanager.filesystem.compressed.sevenz.BoundedFileChannelInputStream.close(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.sevenz.BoundedFileChannelInputStream.read(),3,3,2,3
"com.amaze.filemanager.filesystem.compressed.sevenz.BoundedFileChannelInputStream.read(byte[],int,int)",5,2,3,5
com.amaze.filemanager.filesystem.compressed.sevenz.BoundedFileChannelInputStream.read(int),0,1,1,1
com.amaze.filemanager.filesystem.compressed.sevenz.CoderBase.CoderBase(Class<?>...),0,1,1,1
com.amaze.filemanager.filesystem.compressed.sevenz.CoderBase.canAcceptOptions(Object),3,3,2,3
"com.amaze.filemanager.filesystem.compressed.sevenz.CoderBase.encode(OutputStream,Object)",0,1,1,1
com.amaze.filemanager.filesystem.compressed.sevenz.CoderBase.getOptionsAsProperties(Object),0,1,1,1
"com.amaze.filemanager.filesystem.compressed.sevenz.CoderBase.getOptionsFromCoder(Coder,InputStream)",0,1,1,1
"com.amaze.filemanager.filesystem.compressed.sevenz.CoderBase.numberOptionOrDefault(Object,int)",1,1,2,2
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.BCJDecoder.BCJDecoder(FilterOptions),0,1,1,1
"com.amaze.filemanager.filesystem.compressed.sevenz.Coders.BCJDecoder.decode(String,InputStream,long,Coder,byte[])",1,1,1,2
"com.amaze.filemanager.filesystem.compressed.sevenz.Coders.BCJDecoder.encode(OutputStream,Object)",0,1,1,1
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.BZIP2Decoder.BZIP2Decoder(),0,1,1,1
"com.amaze.filemanager.filesystem.compressed.sevenz.Coders.BZIP2Decoder.decode(String,InputStream,long,Coder,byte[])",0,1,1,1
"com.amaze.filemanager.filesystem.compressed.sevenz.Coders.BZIP2Decoder.encode(OutputStream,Object)",0,1,1,1
"com.amaze.filemanager.filesystem.compressed.sevenz.Coders.CopyDecoder.decode(String,InputStream,long,Coder,byte[])",0,1,1,1
"com.amaze.filemanager.filesystem.compressed.sevenz.Coders.CopyDecoder.encode(OutputStream,Object)",0,1,1,1
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.Deflate64Decoder.Deflate64Decoder(),0,1,1,1
"com.amaze.filemanager.filesystem.compressed.sevenz.Coders.Deflate64Decoder.decode(String,InputStream,long,Coder,byte[])",0,1,1,1
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.DeflateDecoder.DeflateDecoder(),0,1,1,1
"com.amaze.filemanager.filesystem.compressed.sevenz.Coders.DeflateDecoder.DeflateDecoderInputStream.DeflateDecoderInputStream(InflaterInputStream,Inflater)",0,1,1,1
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.DeflateDecoder.DeflateDecoderInputStream.close(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.DeflateDecoder.DeflateDecoderInputStream.read(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.DeflateDecoder.DeflateDecoderInputStream.read(byte[]),0,1,1,1
"com.amaze.filemanager.filesystem.compressed.sevenz.Coders.DeflateDecoder.DeflateDecoderInputStream.read(byte[],int,int)",0,1,1,1
"com.amaze.filemanager.filesystem.compressed.sevenz.Coders.DeflateDecoder.DeflateDecoderOutputStream.DeflateDecoderOutputStream(DeflaterOutputStream,Deflater)",0,1,1,1
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.DeflateDecoder.DeflateDecoderOutputStream.close(),0,1,1,1
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.DeflateDecoder.DeflateDecoderOutputStream.write(byte[]),0,1,1,1
